tanggal,judul,narasi,author,label
"September 19, 2023", Wasit Hentikan Pertandingan karena Kasihan dengan Timnas China Taipei,Hasil periksa fakta Agnes Amungkasari. Cuplikan pada video tidak menampilkan wasit Shukri Hussain A Alhunfush yang memimpin pertandingan Indonesia dan Taiwan. Konten itu mencatut video […],Tim Kalimasada,0
"September 19, 2023", Panggung Deklarasi Ganjar Pranowo Hangus Terbakar,"Hasil periksa fakta Agnes Amungkasari. Narasi dalam video tidak berkaitan dengan peristiwa terbakarnya panggung deklarasi Ganjar Pranowo. Selain itu, gambar pratinjau video tersebut juga dapat […]",Tim Kalimasada,0
"September 19, 2023", PDIP Resmikan Duet Ganjar – Ridwan Kamil Maju di Pilpres 2024,Hasil periksa fakta Agnes Amungkasari. Tidak ada informasi yang menjelaskan peresmian Ganjar Pranowo dan Ridwan Kamil yang akan maju pada Pilpres 2024. Narasi yang dibacakan […],Tim Kalimasada,0
"September 18, 2023", Putra Simon Cowell Mualaf Demi Putri Ariani,"Hasil periksa fakta Vendra Panji Foto yang ditampilkan merupakan foto dari penyanyi asal UK bernama Jamie Miller yang tidak berhubungan darah dengan Simon, Eric sendiri […]",Pemeriksa Fakta Junior,0
"September 18, 2023", Yogyakarta Dikubur Ombak Tsunami,Hasil periksa fakta Vendra Panji Isi video tersebut hanya membahas sebuah artikel yang berisi himbauan BMKG mengenai potensi munculnya gelombang tinggi di beberapa wilayah pesisir […],Pemeriksa Fakta Junior,0
"September 18, 2023"," Pembina Brimob Saat Ini Adalah Thahir, Nama Aslinya Ang Tjoeng Ming",Informasi menyesatkan dan merupakan hoaks daur ulang. Dato Sri Thahir bukanlah pembina Brimob. Foto tersebut merupakan foto Dato Sri Tahir yang tengah memberikan sambutan setelah […],Syarief Ramaputra,0
"September 18, 2023", Australia Paksa Indonesia Sewakan Pangkalan Militernya Untuk Serang China,"Informasi menyesatkan. Narator dalam video tersebut hanya membacakan artikel yang membahas pendapat pengamat soal hubungan Australia dan Indonesia. Sementara, videonya menampilkan pidato Joe Biden dan […]",Syarief Ramaputra,0
"September 18, 2023", Scan Sticker Barcode di Toll Dapat Saldo E-Toll 500 Ribu Rupiah,Informasi palsu. Pihak Jasamarga melalui akun media sosialnya menegaskan bahwa sticker tersebut bukan dari pihaknya dan merupakan modus penipuan dari orang tidak bertanggung jawab. ====== […],Syarief Ramaputra,0
"September 18, 2023", Rocky Gerung Beri Kritik Pedas ke Lilly Wenda,"Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video yang mengklaim bahwa Rocky Gerung memberikan kritik pedas kepada Lilly Wenda merupakan konten yang dimanipulasi. Faktanya, tidak […]",Pemeriksa Fakta Junior,0
"September 18, 2023", Mahfud MD Bawa Bukti Transfer Korupsi Milik Cak Imin,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan judul yang mengklaim bahwa Mahfud MD membawa bukti transfer atas korupsi yang melibatkan Cak Imin merupakan […],Pemeriksa Fakta Junior,0
"September 18, 2023", Mahfud MD Sebut Nama Anggota DPR yang Terlibat Kasus Transaksi Rp349 T Kemenkeu,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan judul yang mengklaim bahwa Mahfud MD telah menyebutkan nama-nama anggota DPR yang terlibat kasus transaksi Rp349 […],Pemeriksa Fakta Junior,0
"September 18, 2023", Jokowi Pecat 72 Anggota DPR yang Terlibat Kasus Transaksi Rp349 T Kemenkeu,Hasil periksa fakta ‘Ainayya Al Fatikhah. Unggahan video dengan judul yang mengklaim bahwa Presiden Joko Widodo telah memberhentikan 72 anggota DPR yang terlibat kasus transaksi […],Pemeriksa Fakta Junior,0
"September 18, 2023", Cak Imin dan Anies Jadi Tersangka Dugaan Korupsi Kemnaker,"Hasil periksa fakta Agnes Amungkasari. Tidak ada informasi mengenai penetapan Cak Imin dan Anies sebagai tersangka kasus dugaan korupsi. Hingga saat ini, tidak ada pernyataan […]",Tim Kalimasada,0
"September 18, 2023", Anies Baswedan Pimpin Demo di Rempang Batam,"Hasil periksa fakta Agnes Amungkasari. Tidak ada informasi Anies Baswedan pimpin demo di Rempang, Batam. Video berisi cuplikan pidato Anies pada Apel Siaga Perubahan Partai […]",Tim Kalimasada,0
"September 15, 2023", “Hati-hati WhatsApp JANGAN menekan tombol BLOCK karena disembunyikan link yang akan merampok isi rekening kita”,"MENYESATKAN, BUKAN digunakan untuk menyembunyikan tautan. FAKTA: tombol blokir adalah fitur bawaan aplikasi, TIDAK bisa digunakan untuk menyembunyikan tautan. Selain itu, yang ditampilkan di tangkapan […]",Aribowo Sasmito,0
"September 15, 2023", MPR dan DPR Resmi Deklarasikan Anies – AHY Gantikan Jokowi,Hasil periksa fakta Agnes Amungkasari. Tidak ada informasi valid mengenai deklarasi Anies – AHY sebagai presiden dan wakil presiden untuk gantikan Joko Widodo. Narasi pada […],Tim Kalimasada,0
"September 15, 2023"," Pidato Amburadul, Anies Baswedan Gantikan Pidato Joko Widodo di KTT ASEAN 2023","Hasil periksa fakta Agnes Amungkasari. Tidak ada informasi yang menyatakan Anies Baswedan gantikan Presiden Joko Widodo untuk berpidato di KTT ASEAN 2023. Gambar pratinjau, cuplikan, […]",Tim Kalimasada,0
"September 14, 2023", Rocky Gerung Jalani Hukuman Penjara Seumur Hidup,"Hasil periksa fakta Siti Lailatul Fitriyah Unggahan video dengan klaim bahwa Rocky Gerung jalani hukuman penjara seumur hidup adalah konten yang tidak benar. Judul, isi […]",Pemeriksa Fakta Junior,0
"September 14, 2023", Putri Candrawati Meninggal Akibat Terkena Virus HIV,"Hasil periksa fakta Siti Lailatul Fitriyah Unggahan video dengan klaim bahwa Putri Candrawati meninggal dunia akibat terkena virus HIV adalah konten yang dimanipulasi. Judul, isi […]",Pemeriksa Fakta Junior,0
"September 14, 2023", “Mir’a Hayati berbagi hadiah melalui akun Facebook Mira Hayati”,Akun palsu. Akun Facebook Mir’a Hayati adalah Mir’a Hayati (facebook.com/mira.hayati17) yang terlampir di bio akun Instagram resmi Mir’a Hayati (instagram.com/mirahayati29). Selengkapnya di bagian PENJELASAN dan […],Adi Syafitrah,0
"September 14, 2023", Tangkapan Layar Artikel Berjudul “Ternyata hanya Sandiwara roida Tampubolon yang di duga melempar sandal ke Jokowi cuma di bayar lima ratus ribu”,Hasil Periksa Fakta Luthfiyah OJ (UIN Raden Mas Said Surakarta). Gambar pada Facebook telah disunting pada bagian judul. Judul yang asli adalah “Siapa Roida Tampubolon? […],Pemeriksa Fakta Junior,0
"September 14, 2023", Gambar SBY dan AHY di Depan Baliho,"Hasil Periksa Fakta Luthfiyah OJ (UIN Raden Mas Said Surakarta). Gambar SBY dan AHY merupakan gambar suntingan. Faktanya, gambar SBY dan AHY diambil saat meninjau […]",Pemeriksa Fakta Junior,0
"September 14, 2023", Gambar Artikel CNN Indonesia “Gerindra Beber Program Jika Jadi Presiden: Makan Gratis” menggunakan foto Abu Janda,Hasil Periksa Fakta Luthfiyah OJ (UIN Raden Mas Said Surakarta). Artikel CNN Indonesia menggunakan foto Abu Janda sedang makan merupakan hasil editan. Gambar artikel yang […],Pemeriksa Fakta Junior,0
"September 13, 2023", Informasi Lowongan Pekerjaan Sebagai Operator SPBU,Informasi palsu. Dalam postingan tersebut terdapat tautan link berdomain blogspot. Tautan pada unggahan tersebut mengarah ke sebuah laman situs pinjaman online. Informasi lowongan pekerjaan resmi […],Syarief Ramaputra,0
"September 13, 2023", “King Kevin berbagi hadiah melalui akun Facebook King Kevin Channel”,Akun palsu. Akun Facebook resmi milik Samuel Kevin atau yang dikenal sebagai King Kevin adalah “King Kevin” dengan alamat facebook.com/100079282758342. Akun ini terlampir di linktr.ee yang […],Adi Syafitrah,0
"September 13, 2023", “Ivan Gunawan berbagi hadiah melalui akun Facebook 𝐈𝐆𝐔𝐍 𝐒𝐔𝐏𝐑𝐀𝐈𝐒𝐄”,Akun palsu. Akun Facebook asli milik Ivan Gunawan adalah facebook.com/FashionGuruIvanGunawan yang sudah memilik tanda verifikasi centang biru. Selengkapnya di bagian PENJELASAN dan REFERENSI.==========================================Kategori: Konten Tiruan=========================================== Akun […],Adi Syafitrah,0
"September 13, 2023", “Nagita Slavina berbagi hadiah melalui akun Facebook Nagita Putri”,Akun palsu. Akun Facebook Nagita Slavina yang resmi dan memiliki tanda verifikasi centang biru adalah: facebook.com/nagita.slavina.100. Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konten Tiruan=========================================== Akun […],Adi Syafitrah,0
"September 13, 2023", “Aurel Hermansyah berbagi hadiah melalui akun Mamah Nur aurel”,Akun palsu. Akun Facebook asli milik Aurel Hermansyah adalah (fb.com/100044841243624) yang sudah memilik centang biru atau terverifikasi. Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konten Tiruan=========================================== […],Adi Syafitrah,0
"September 12, 2023"," TERUNGKAP, IMAM BESAR JADI DALANG UTAMA PEMBAKARAN BENDERA PDI-P","Hasil periksa fakta Yudho Ardi Faktanya, video tersebut merupakan aksi pembakaran  bendera PKI dan juga PDI-P oleh sejumlah organisasi Islam yang tergabung dalam Aliansi Nasional […]",Tim Kalimasada,0
"September 12, 2023", “PKS DAN DEMOKRAT TETAP DUKUNG ANIES DI PILPRES 2024”,"Hasil periksa fakta Yudho Ardi Faktanya, Partai Demokrat mencabut dukungannya atas Anies Baswedan sebagai bakal calon presiden (capres) dalam Pilpres 2024. ===== [KATEGORI]: KONTEN YANG […]",Tim Kalimasada,0
"September 12, 2023", Video Pembuangan Limbah Nuklir Jepang ke Laut,"Informasi menyesatkan. Berdasarkan pencarian melalui reverse image search, ditemukan video identik bahwa kejadian itu bukanlah di Jepang melainkan di Meksiko pada 2020 lalu. Saat itu […]",Syarief Ramaputra,0
"September 12, 2023"," “Luhut Ancam Buldoser Orang yang Halang-halangi Investasi ke RI., termasuk warga Rempang akan disapu bersih jika menjadi perusuh dan penghalang investasi”","Berita tahun 2022 dan di berita tersebut tidak ada penyebutan bahwa Luhut akan menyapu bersih warga Pulau Rempang, Kepulauan Riau jika menjadi perusuh dan penghalang […]",Adi Syafitrah,0
"September 12, 2023"," Video “Hilangnya gravitasi. Di jalan raya Melbourne (Australia), insiden kehilangan gravitasi total sering terjadi”","Faktanya, video tersebut merupakan hasil rekayasa digital. Pihak kepolisian di China pada tahun 2018 menyoroti berbagai kesalahan dalam video tersebut, antara lain hilangnya zebra cross, […]",Adi Syafitrah,0
"September 12, 2023", Raffi Ahmad berbagi hadiah melalui akun Facebook Raffi Nagita”,Akun palsu. Akun Facebook asli milik Raffi Ahmad sudah memiliki tanda centang biru dengan tautan: facebook.com/RaffiAhmadLagi. Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konten Tiruan=========================================== Akun […],Adi Syafitrah,0
"September 12, 2023", Jusuf Hamka berbagi hadiah melalui akun Facebook 𝘑𝘶𝘴𝘶𝘧 𝘏𝘢𝘮𝘬𝘢 𝘙𝘦𝘢𝘐”,"Akun palsu. Dalam unggahan akun Instagram @jusufhamka yang sudah bercentang biru atau terverifikasi pada 31 Maret 2023, di sana dijelaskan bahwa akun media sosial Jusuf Hamka […]",Adi Syafitrah,0
"September 12, 2023"," Foto “Akhirnya Resmi Ditahan Hari Ini, Jokowi Naik Pitam Lakukan Ini Pada Rocky Gerrung”",Foto editan. Foto yang menampilkan Rocky Gerung mengenakan baju tahanan di video itu merupakan foto hasil manipulasi dari foto saat pelaku pemerkosa anak berkebutuhan khusus […],Adi Syafitrah,0
"September 12, 2023", “Soimah Pancawati berbagi hadiah melalui akun Facebook 𝗠𝗮𝗲 𝗦𝗼𝗶𝗺𝗮𝗵 𝗹𝗶𝘃𝗲.”,"Akun palsu. Melalui akun Instagram resminya, Soimah menegaskan bahwa tidak ada give away yang dilakukan pada akun media sosial manapun. Selengkapnya di bagian PENJELASAN dan […]",Adi Syafitrah,0
"September 11, 2023", Seorang Pria Slovenia di Jerman Dipukuli Karena Dikira Membawa Bendera Rusia,Hasil periksa fakta Evarizma Zahra. Konten yang menyesatkan. Tidak ada bukti valid yang dapat menunjukkan adegan tersebut dan tidak pernah ada berita yang membahas kejadian […],Pemeriksa Fakta Junior,0
"September 11, 2023", Rizal Ramli Ditindak Densus 88,"Hasil periksa fakta Vendra Panji Isi video tidak memuat informasi yang valid mengenai penahanan Anies Baswedan, isi video hanya berisi tentang tanggapan mantan Wakil Menteri […]",Pemeriksa Fakta Junior,0
"September 11, 2023", Selebgram Oklin Fia Diangkat Menjadi Duta MUI,"Informasi menyesatkan. Majelis Ulama Indonesia (MUI) melalui K.H. M. Cholil Nafis, Ph.D. Ketua MUI Bidang Dakwah dan Ukhuwah menegaskan bahwa MUI tidak akan dan tidak […]",Syarief Ramaputra,0
"September 11, 2023"," Kasmojo, Dosen Pembimbing Skripsi Jokowi di UGM Jadi Buron","Informasi keliru. Narasi yang dibacakan oleh narator tidak menyebutkan bahwa Dospem Jokowi, Kasmujo dijadikan buron sebagaimana yang ditulis pada thumbnail. ====== [KATEGORI]: KONTEN YANG DIMANIPULASI […]",Syarief Ramaputra,0
"September 9, 2023", Video “TEKA TEKI CAWAPRES GANJAR TEMUI TITIK TERANG”,"MENYESATKAN, judul umpan klik (Clickbait). FAKTA: video sebenarnya berisi gambar pratinjau (thumbnail) hasil SUNTINGAN, pembacaan artikel dari media opini, dan potongan-potongan video yang konteksnya TIDAK […]",Aribowo Sasmito,0
"September 8, 2023", “AHY DAN DEMOKRAT GERUDUK RUMAH ANIES BASWEDAN”,Hasil periksa fakta Yudho Ardi Informasi menyesatkan. Judul dan isi video tidak sesuai dan narator dalam video tersebut tidak berkaitan. Dalam video tersebut sama sekali […],Tim Kalimasada,0
"September 7, 2023", Garut Sedang Digulung Angin Puting Beliung,"Hasil periksa fakta Vendra Panji Isi video tersebut berisi pembahasan mengenai kejadian puting beliung di Garut yang sudah terjadi pada tahun 2022 lalu, bukan merupakan […]",Pemeriksa Fakta Junior,0
"September 7, 2023", Anies Baswedan Telah Ditahan Pada 28 Agustus 2023 Sore.,"Hasil periksa fakta Vendra Panji Isi video tidak memuat informasi yang valid mengenai penahanan Anies Baswedan, isi video hanya berisi tentang tanggapan mantan Wakil Menteri […]",Pemeriksa Fakta Junior,0
"September 7, 2023"," Judul artikel Tribunnews: “Terlilit Hutang Pinjaman, Ojol Satu Ini Mencoba Peruntungan Baru Yang Sukses Mendapatkan Jutaan Rupiah Tiap Harinya”","Judul palsu. Judul asli artikel Tribunnews.com itu adalah: “Kisah Driver Ojek Online Terima Order Fiktif, Pinjam Uang untuk Bayar Denda Tapi Malah Alami Ini” yang terbit […]",Adi Syafitrah,0
"September 6, 2023", “Akun Facebook CNN Mempromosikan Situs Judi Online”,Akun palsu. Akun resmi Facebook milik CNN adalah facebook.com/cnn dan akun resmi Facebook milik CNN Indonesia adalah facebook.com/CNNIndonesia. Selain itu foto yang digunakan di klaim itu […],Adi Syafitrah,0
"September 6, 2023"," “Mitsubishi membagikan Toyota Hilux 2023 melalui akun Facebook Mitsubuishi pajero,club”",Akun palsu. Akun resmi milik Mitsubishi Motors Indonesia adalah facebook.com/MitsubishiMotorsIndonesia yang sudah terverifikasi dan memiliki tanda centang biru. Di akun Facebook resmi ini tidak ditemukan informasi […],Adi Syafitrah,0
"September 6, 2023", WEF Ingin Mencampurkan Vaksin Covid-19 ke Dalam Pasokan Air,"Informasi menyesatkan. Dari keseluruhan acara konferensi dan perbincangan panel narasumber, tidak ada satu pun yang mengusulkan vaksinasi melalui persediaan air.Video lengkap konferensi pers tersebut dapat […]",Syarief Ramaputra,0
"September 6, 2023", Isi RUU Kesehatan Membolehkan Dokter/Rumah Sakit Mengambil Organ Tubuh Mayat Tanpa Persetujuan Keluarga,"Informasi menyesatkan. Berdasarkan draft RUU kesehatan yang dikeluarkan oleh DPR Pada pasal 75 ayat 5 berbunyi, pengambilan organ dan/atau jaringan sebagaimana dimaksud pada ayat (4) […]",Syarief Ramaputra,0
"September 6, 2023", “Baim Wong berbagi hadiah melalui akun Facebook Bossqu Berbagi”,Akun palsu. Kegiatan bagi-bagi hadiah oleh Baim Wong hanya akan dilakukan melalui Youtube dan Instagram live serta Facebook gaming resmi milik Baim dan Paula untuk […],Adi Syafitrah,0
"September 5, 2023", PDIP Tidak Butuh Suara Umat Islam,"Hasil Periksa Fakta Luthfiyah OJ (UIN Raden Mas Said Surakarta). Gambar tersebut merupakan hasil suntingan. Faktanya, gambar tersebut merupakan Rapat Kerja Nasional (Rakernas) II PDI […]",Pemeriksa Fakta Junior,0
"September 5, 2023", Cover Majalah TIME “MENCARI KESALAHAN ANIS SESULIT MENCARI KEJUJURAN JOKOWI”,"Hasil Periksa Fakta Luthfiyah OJ (UIN Raden Mas Said Surakarta). Gambar cover majalah TIME telah disunting pada bagian narasi judul. Faktanya, judul yang asli adalah […]",Pemeriksa Fakta Junior,0
"September 5, 2023", Ponsel Menarik Petir Mendekat,Hasil periksa fakta Evarizma Zahra. Konten yang menyesatkan. Jumlah logam yang terkandung dalam ponsel tidak cukup banyak dan tidak cukup kuat untuk meningkatkan risiko tersambar […],Pemeriksa Fakta Junior,0
"September 4, 2023", Pesan Berantai “RENCANA BUSUK PEMBUNUHAN MASSAL TEAM DOKTER CHINA DISELUNDUPKAN DI PELABUHAN”,"MENYESATKAN, pelintiran berulang. FAKTA: sudah diklarifikasi sebelumnya pada bulan Januari lalu, BUKAN untuk pembunuhan massal tetapi dalam rangka kunjungan pelabuhan (port visit) yang diiizinkan hanya […]",Aribowo Sasmito,0
"September 2, 2023", Video “Inul Daratista berbagi hadiah melalui akun Facebook 𝗜𝗻𝘂𝗹 𝗗𝗮𝗿𝗮𝘁𝗶𝘀𝘁𝗮 𝗦𝘂𝗿𝗽𝗿𝗮𝗶𝘀”,Akun palsu. Inul Daratista tidak pernah membuat giveaway di Facebook dan akun Facebook milik Inul Daratista adalah: facebook.com/inuldaratista. Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konten […],Adi Syafitrah,0
"September 1, 2023", “Ayu Ting Ting berbagi hadiah melalui akun Facebook 𝚊𝚢𝚞 𝚝𝚒𝚗𝚐 𝚝𝚒𝚗𝚐”,Akun palsu. Akun Facebook asli milik Ayu Ting Ting adalah facebook.com/ayutingting.official.updates yang sudah memiliki centang biru atau terverifikasi. Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konten Tiruan=========================================== […],Adi Syafitrah,0
"September 1, 2023", “Agnes Monica berbagi hadiah melalui akun Facebook Agnez-Mo Lip”,Akun palsu. Akun Facebook asli milik Agnes Monica adalah facebook.com/agnezmo yang sudah memiliki centang biru atau terverifikasi. Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konten Tiruan=========================================== Akun […],Adi Syafitrah,0
"September 1, 2023", “Aurel Hermansyah berbagi hadiah melalui akun 𝑨𝒖𝒓𝒆𝒍𝒍 𝑨𝒎𝒆𝒆𝒏𝒂.”,Akun palsu. Akun Facebook asli milik Aurel Hermansyah adalah (fb.com/100044841243624) yang sudah memilik centang biru atau terverifikasi. Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konten Tiruan=========================================== […],Adi Syafitrah,0
"September 1, 2023", “Jusuf Hamka berbagi hadiah melalui akun Facebook Hj-yusup Hamka”,"Akun palsu. Dalam unggahan akun Instagram @jusufhamka yang sudah bercentang biru atau terverifikasi pada 31 Maret 2023, di sana dijelaskan bahwa akun media sosial Jusuf Hamka […]",Adi Syafitrah,0
"September 1, 2023", Video “Raffi Ahmad mempromosikan situs judi online RAPI123”,"Konten yang menyesatkan. Faktanya pada video asli, Raffi Ahmad sedang mempromosikan Marketplace Affilio pada Mei 2023. Saat itu Affilio menggandeng artis Raffi Ahmad sebagai brand […]",Adi Syafitrah,0
"Agustus 31, 2023", Akun Facebook Wakil Kota Gunungsitoli Lakhomizaro Zebua,Hasil periksa fakta Rahmah an. Pemerintah Kota Gunungsitoli mengklarifikasi bahwa akun asli Lakhomizaro Zebua yaitu www.facebook.com/lakhomizaro.zebua.7. KATEGORI: IMPOSTER CONTENT/KONTEN TIRUAN ===SUMBER: Facebookhttps://archive.is/U2vZUhttps://www.facebook.com/profile.php?id=61550257746705&mibextid=ZbWKwL ===NARASI:“Akun Facebook Lakhomizaro […],Pemeriksa Fakta Junior,0
"Agustus 31, 2023", Google Nobatkan Anies Baswedan Sebagai Gubernur Terbodoh,"Hasil Periksa Fakta Gabriela Nauli Sinaga Faktanya, Google tidak pernah menobatkan Anies sebagai gubernur terbodoh. Ulasan mengenai Anies sebagai gubernur terbodoh yang ditampilkan oleh Google, […]",Pemeriksa Fakta Junior,0
"Agustus 31, 2023", Istri Panji Gumilang dan Staff Al Zaytun Positif Pakai Narkoba,Hasil periksa fakta Pandan Wangi Sukma Listyono Putri Unggahan video sebuah akun youtube dengan klaim istri Panji Gumilang dan staff Al Zaytun positif memakai narkoba […],Pemeriksa Fakta Junior,0
"Agustus 31, 2023", Ahli Kesehatan Mempromosikan Essential Oil Penambah Tinggi Badan,Hasil periksa fakta Mochamad Marcell Faktanya para ahli menyebut bahwa tidak ada bukti bahwa essential oil dapat meninggikan badan. Foto yang menunjukkan dr. Willie Ong […],Pemeriksa Fakta Junior,0
"Agustus 31, 2023", Akun WhatsApp Bupati Kutai Kartanegara Edi Damansyah,Hasil periksa fakta Rahmah an. Pemerintah Kabupaten Kutai Kartanegara menegaskan bahwa akun WhatsApp tersebut adalah penipuan. KATEGORI: IMPOSTER CONTENT/KONTEN TIRUAN ===SUMBER: WhatsApp ===NARASI:“Assalamualaikum”“Lembaga dana dapat […],Pemeriksa Fakta Junior,0
"Agustus 31, 2023", Surat Undangan Rakerkesnas 2023 Oleh Ditjen Yankes,Hasil periksa fakta Rahmah an. Direktorat Jenderal Pelayanan Kesehatan menyatakan bahwa surat tersebut palsu. Selengkapnya di bagian PENJELASAN dan REFERENSI ===========================================Kategori: Konten Tiruan ===========================================Sumber: I-Flyer […],Pemeriksa Fakta Junior,0
"Agustus 31, 2023", Boneka Kaws ada di Monas Jakarta,"Hasil Periksa Fakta Dyah Febriyani Video yang memperlihatkan boneka Kaws berada di Monas Jakarta, merupakan salah satu karya dari kreator video Kiki Juliansah. [KATEGORI] Satire/Parodi […]",Tim Kalimasada,0
"Agustus 31, 2023", Foto Proyek IKN Baru Dimulai,"Hasil Periksa Fakta Dyah Febriyani Foto tersebut bukan di wilayah pembangunan Ibu Kota Negara (IKN) Kalimantan. Faktanya, foto tersebut adalah para pekerja yang membangun jalan […]",Tim Kalimasada,0
"Agustus 31, 2023"," Panji Gumilang Ditahan, Santri Bakar Habis Al Zaytun",Hasil periksa fakta Pandan Wangi Sukma Listyono Putri Unggahan video sebuah akun youtube dengan klaim pembakaran habis Al Zaytun oleh para santri karena Panji Gumilang […],Pemeriksa Fakta Junior,0
"Agustus 31, 2023", Panji Gumilang Resmi Divonis 20 Tahun Penjara,Hasil periksa fakta Pandan Wangi Sukma Listyono Putri Unggahan video sebuah akun youtube dengan klaim bahwa Panji Gumilang telah resmi divonis selama 20 tahun penjara. […],Pemeriksa Fakta Junior,0
"Agustus 31, 2023", 17 Mayat Wanita Ditemukan di Al Zaytun Diduga Korban Panji Gumilang,Hasil periksa fakta Pandan Wangi Sukma Listyono Putri Unggahan video sebuah akun youtube dengan klaim bahwa telah ditemukan 17 mayat wanita di Al Zaytun yang […],Pemeriksa Fakta Junior,0
"Agustus 31, 2023", Aparat Temukan Ratusan Senjata Milik Panji Gumilang,Hasil periksa fakta Pandan Wangi Sukma Listyono Putri Unggahan video sebuah akun youtube dengan klaim bahwa aparat telah menemukan ratusan senjata milik Panji Gumilang. Faktanya […],Pemeriksa Fakta Junior,0
"Agustus 31, 2023", Jokowi Penjarakan Rocky Gerung,Hasil periksa fakta Pandan Wangi Sukma Listyono Putri Unggahan video sebuah akun youtube dengan klaim bahwa Jokowi memerintahkan apparat untuk segera memenjarakan Rcky Gerung. Faktanya […],Pemeriksa Fakta Junior,0
"Agustus 31, 2023", Gempa Berkekuatan 12.5 SR Mengguncang Indonesia Agustus 2023,Hasil periksa fakta Pandan Wangi Sukma Listyono Putri Unggahan video sebuah akun youtube dengan klaim bahwa telah terjadi gempa dahsyat berkekuatan 12.5 SR mengguncang Indonesia. […],Pemeriksa Fakta Junior,0
"Agustus 31, 2023", Hiroshima & Nagasaki Tidak Pernah Dibom Nuklir,Hasil periksa fakta Evarizma Zahra. Konten yang menyesatkan. Fakta bahwa Hiroshima & Nagasaki menjadi kota yang maju pesat dan dihuni ratusan warga Jepang bukan berarti […],Pemeriksa Fakta Junior,0
"Agustus 31, 2023", Video Asteroid Meledak Setelah Mendarat di Bulan,"Hasil periksa fakta Evarizma Zahra. Konten yang menyesatkan. Video tersebut merupakan hasil karya seniman Diego Sinclair yang dibuat dengan CGI, bukan video asteroid di bulan […]",Pemeriksa Fakta Junior,0
"Agustus 31, 2023", Video Ledakan Besar akibat Senjata Canggih yang Terarah,Hasil periksa fakta Evarizma Zahra. Konten yang menyesatkan. Video tersebut merupakan ledakan yang terjadi di Louisiana pada 2018 akibat saluran listrik yang bersentuhan serta putus […],Pemeriksa Fakta Junior,0
"Agustus 31, 2023", Video Banjir Mengerikan di Chile,"Hasil periksa fakta Evarizma Zahra. Konteks yang salah. Video tersebut diambil saat banjir di Venezuela 2022 lalu, bukan di Santiago, Chile baru-baru ini. ===== KATEGORI: […]",Pemeriksa Fakta Junior,0
"Agustus 31, 2023", Modifikasi Gigi Ditemukan pada Mumi Mesir yang Berumur 4000 Tahun,"Hasil Periksa Fakta Gabriela Nauli Sinaga Faktanya, gambar tersebut merupakan replika buatan Dokter Gigi asal Italia, Vincenzo Guerini, yang terdapat di Museum Kedokteran Gigi Nasional […]",Pemeriksa Fakta Junior,0
"Agustus 31, 2023"," Serangan Alien ke Penduduk Bumi, Kebakaran Hawai Hanya Membakar Rumah Warga","Hasil Periksa Fakta Gabriela Nauli Sinaga Faktanya, melalui tayang lengkap Sky News, tampak bahwa kebakaran yang melanda Pulau Haui ini telah membakar hampir seluruh pulau, […]",Pemeriksa Fakta Junior,0
"Agustus 31, 2023", Pesan Berantai “BERAS PALSU ASAL RRC CINA KOMUNIS SUDAH MULAI DI DISTRIBUSIKAN KE SELURUH WILAYAH INDONESIA”,"MENYESATKAN, pelintiran daur ulang. FAKTA: sudah diklarifikasi oleh pelakunya sendiri pada tahun 2020 lalu yang dikonfirmasi oleh BPOM Kota Kendari, bahwa nasi yang ditemukan memiliki […]",Aribowo Sasmito,0
"Agustus 31, 2023"," TUDUH GIBRAN DAN KAESANG KORUPSI, RIZAL RAMLI DAN AMIN RAIS TERANCAM DIPROSES HUKUM",Hasil periksa fakta Pekik Jalu Utomo.Faktanya tidak ditemukan informasi kredibel terkait klaim narasi yang beredar. Selain video hanya berisi cuplikan dari beberapa peristiwa berbeda yang […],Tim Kalimasada,0
"Agustus 30, 2023"," Gubernur Illinois, J.B Pritzker, Mengesahkan UU yang Mengizinkan Imigran Ilegal Menjadi Anggota Polisi","Hasil periksa fakta Evarizma Zahra. Konten yang menyesatkan. UU yang disahkan oleh J.B Pritzker baru-baru ini merupakan amandemen dari UU sebelumnya, dan menyebutkan bahwa imigran […]",Pemeriksa Fakta Junior,0
"Agustus 30, 2023", 4 Perwira Dibekuk!! Mahfud Berhasil Ringkus Oknum Gerakan Bawah Tanah Sambo,Hasil periksa fakta Siti Lailatul Fitriyah Unggahan video dengan klaim 4 Perwira dibekuk!! Mahfud berhasil ringkus oknum gerakan bawah tanah FS adalah konten yang dimanipulasi. […],Pemeriksa Fakta Junior,0
